id_geonames	lat	lon	region	name_modern	name_historical
2782979	47.5754	14.4608	austria		Admont
3322282	48.3017	16.6744	austria		Gänserndorf
3334971	47.0833	15.4000	austria	Algersdorf (Graz)	Neu-Algersdorf bei Graz
7871945	48.1157	16.6140	austria		Fischamend
7873458	46.6791	15.4032	austria		Arnfels
9034679	47.0621	16.0835	austria		Fürstenfeld
3061472	49.0395	16.6188	czech_republic	Židlochovice	Groß Seelowitz
3061567	49.1374	13.2352	czech_republic	Železná Ruda	Eisenstein
3061822	50.3272	13.5458	czech_republic	Žatec	Saaz
3061867	50.7139	14.3962	czech_republic	Žandov	Sandau
3062111	49.8826	16.8722	czech_republic	Zábřeh	Hohenstadt
3062405	50.1800	13.3799	czech_republic	Vroutek	Rudig
3062439	50.6270	15.6094	czech_republic	Vrchlabí	Hohenelbe
3062898	50.3010	13.3120	czech_republic	Vilémov	Willomitz
3062924	50.3723	17.1863	czech_republic	Vidnava	Weidenau
3063091	50.6611	14.3011	czech_republic	Verneřice	Wernstadt
3063225	50.6898	15.7691	czech_republic	Velká Úpa	Groß-Aupa
3063296	50.2841	13.0097	czech_republic	Velichov	Welchau
3063318	50.5390	13.9768	czech_republic	Velemín	Wellemin
3063548	50.6607	14.0323	czech_republic	Ústí nad Labem	Außig
3063556	50.5847	14.3433	czech_republic	Úštěk	Auscha
3063962	50.6524	13.8536	czech_republic	Trnovany (Teplice)	Turn
3063987	50.6429	13.9945	czech_republic	Trmice	Türmitz
3063999	49.9422	12.6166	czech_republic	Tři Sekery	Dreihacken
3064217	50.7845	14.0313	czech_republic	Tisá	Tyssa
3064268	50.5110	14.1506	czech_republic	Terezín	Theresienstadt
3064358	50.7374	15.3059	czech_republic	Tanvald	Tannwald
3064373	49.7953	12.6337	czech_republic	Tachov	Tachau
3064454	49.7559	16.4683	czech_republic	Svitavy	Zwittau
3064673	49.9653	16.9706	czech_republic	Šumperk	Mährisch Schönberg
3064770	50.6323	14.4286	czech_republic	Stvolínky	Drum
3064919	49.7557	12.9970	czech_republic	Stříbro	Mies
3065116	49.6391	13.1647	czech_republic	Stod	Staab
3065327	50.3982	16.1581	czech_republic	Staré Město nad Metují	Altstadt
3065340	50.9504	14.4962	czech_republic	Staré Křečany	Alt-Ehrenberg
3065368	50.5374	15.8481	czech_republic	Staré Buky	Altenbuch
3065389	50.2462	12.8304	czech_republic	Stará Role	Altrohlau
3065431	50.1651	12.8740	czech_republic	Stanovice u Karlových Var	Donawitz
3065617	50.1813	12.6401	czech_republic	Sokolov	Falkenau an der Eger
3065779	50.7401	14.5915	czech_republic	Sloup v Čechách	Bürgstein
3066538	50.2345	12.8520	czech_republic	Rybáře (Karlovy Vary)	Fischern-Karlsbad
3067382	50.4007	13.2780	czech_republic	Prunéřov (Kadaň)	Brunnersdorf
3067688	50.0501	12.7328	czech_republic	Prameny	Sangerberg
3067713	49.0129	13.9975	czech_republic	Prachatice	Prachatitz
3067770	50.3598	13.7029	czech_republic	Postoloprty	Postelberg
3067953	48.9812	16.5245	czech_republic	Pohořelice	Pohrlitz
3068031	50.7667	14.2000	czech_republic	Podmokly (Děčín)	Bodenbach an der Elbe
3068156	50.2503	13.7038	czech_republic	Pnětluky	Netluk
3068191	50.2207	12.3467	czech_republic	Plesná	Fleißen
3068246	49.8682	12.7438	czech_republic	Planá u Mariánských Lázní	Plan
3068293	49.3088	14.1475	czech_republic	Písek	Pisek
3068350	50.7890	13.9761	czech_republic	Petrovice u Chabařovic	Peterswald
3068423	50.3657	12.7837	czech_republic	Pernink	Bärringen
3068799	49.8347	18.2820	czech_republic	Ostrava	Mährisch Ostrau
3068857	50.6212	13.6927	czech_republic	Osek	Ossegg
3068963	50.2575	17.3488	czech_republic	Ondřejovice (Zlaté Hory)	Endersdorf
3069551	50.5947	13.4824	czech_republic	Nová Ves v Horách	Gebirgsneudorf
3069934	50.3224	12.7294	czech_republic	Nejdek	Neudek
3069969	49.9748	13.1646	czech_republic	Nečtiny	Netschetin
3070122	50.4167	16.1629	czech_republic	Náchod	Nachod
3070291	50.5030	13.6362	czech_republic	Most	Brüx
3070409	49.7770	16.9195	czech_republic	Mohelnice	Müglitz
3070622	50.6587	14.7247	czech_republic	Mimoň	Niemes
3070820	49.9710	12.8643	czech_republic	Teplá	Tepl
3070862	50.3505	14.4741	czech_republic	Mělník	Melnik
3070906	50.2667	13.5374	czech_republic	Měcholupy u Žatce	Michelob
3070930	50.2623	13.2805	czech_republic	Mašťov	Maschau
3071024	49.9646	12.7019	czech_republic	Mariánské Lázně	Marienbad
3071392	50.1559	13.1506	czech_republic	Luka (Verušičky)	Luck
3071467	50.1321	13.3132	czech_republic	Lubenec	Lubenz
3071480	50.5150	14.0510	czech_republic	Lovosice	Lobositz
3071627	50.1860	12.7541	czech_republic	Loket	Elbogen
3071665	50.6042	13.6181	czech_republic	Horní Litvínov	Oberleutensdorf
3071773	51.0110	14.3602	czech_republic	Lipová u Šluknova	Hainspach
3071961	50.7671	15.0562	czech_republic	Liberec	Reichenberg
3072230	50.5850	13.7720	czech_republic	Ledvice	Ladowitz
3072332	49.9122	16.6119	czech_republic	Lanškroun	Landskron
3072394	50.1189	12.5303	czech_republic	Kynšperk nad Ohří	Königsberg an der Eger
3072580	50.7745	14.9334	czech_republic	Kryštofovo Údolí	Christofsgrund
3072581	50.1744	13.4266	czech_republic	Kryry	Kriegern
3072598	50.6845	13.8582	czech_republic	Krupka	Graupen
3072712	48.9091	14.0200	czech_republic	Křišťanov	Christianberg
3072889	50.9130	14.5100	czech_republic	Krásná Lípa	Schönlinde
3072903	50.3237	12.5175	czech_republic	Kraslice	Graslitz
3073124	50.5601	13.8731	czech_republic	Kostomlaty pod Milešovkou	Kostenblatt
3073668	50.3886	13.1834	czech_republic	Klášterec nad Ohří	Klösterle an der Eger
3073769	49.1429	13.5562	czech_republic	Kašperské Hory	Bergreichenstein
3073803	50.2327	12.8712	czech_republic	Karlovy Vary	Karlsbad
3073928	50.7736	14.4729	czech_republic	Kamenický Šenov	Steinschönau
3074020	50.3833	13.2667	czech_republic	Kadaň	Kaaden
3074110	50.4998	13.4477	czech_republic	Jirkov	Görkau
3074149	49.1440	15.0030	czech_republic	Jindřichův Hradec	Neuhaus
3074181	50.7608	14.1038	czech_republic	Jílové u Děčína	Eulau
3074284	50.0970	13.4695	czech_republic	Jesenice u Rakovníka	Jechnitz
3074587	50.3585	12.9347	czech_republic	Jáchymov	Sankt Joachimsthal
3074597	50.7653	14.7605	czech_republic	Jablonné v Podještědí	Deutsch-Gabel
3074615	49.1014	16.3775	czech_republic	Ivančice	Eibenschütz
3074677	48.9409	16.7376	czech_republic	Hustopeče	Auspitz
3074740	50.6271	13.7827	czech_republic	Hudcov (Teplice)	Hundorf
3074797	50.3094	12.8718	czech_republic	Hroznětín	Lichtenstadt
3074889	50.3046	12.1758	czech_republic	Hranice u Aše	Roßbach
3074944	50.8528	14.8446	czech_republic	Hrádek nad Nisou	Grottau
3075058	50.5406	15.7233	czech_republic	Hostinné	Arnau
3075112	49.5297	12.9441	czech_republic	Horšovský Týn	Bischofteinitz
3075191	48.7612	14.7350	czech_republic	Horní Stropnice	Strobnitz
3075296	49.9085	17.2111	czech_republic	Horní Město	Bergstadt
3075451	49.9668	17.6026	czech_republic	Horní Benešov	Bennisch
3075632	48.7290	14.7275	czech_republic	Hojná Voda (Horní Stropnice)	Heilbrunn
3075894	50.8772	15.1817	czech_republic	Hejnice	Haindorf
3075949	49.1695	13.4546	czech_republic	Hartmanice	Hartmanitz
3076136	50.1203	12.3517	czech_republic	Františkovy Lázně	Franzensbad
3076311	50.6030	13.7462	czech_republic	Duchcov	Dux
3076346	50.6856	13.7856	czech_republic	Dubí	Eichwald
3076363	50.5403	14.5402	czech_republic	Dubá	Dauba
3076518	50.2593	13.1414	czech_republic	Doupov	Duppau
3076565	50.2113	12.8286	czech_republic	Doubí (Karlovy Vary)	Aich
3076570	50.8433	14.8560	czech_republic	Donín (Hrádek nad Nisou)	Dönis
3076961	49.4433	13.2481	czech_republic	Dolany u Klatov	Dolan
3077073	49.6548	13.2931	czech_republic	Dobřany	Dobrzan
3077244	50.7822	14.2148	czech_republic	Děčín	Tetschen
3077291	50.2478	12.8958	czech_republic	Dalovice	Dallwitz
3077455	50.1046	13.2491	czech_republic	Chyše	Chiesch
3077478	48.8540	14.2111	czech_republic	Chvalšiny	Kalsching
3077558	50.8608	14.4844	czech_republic	Chřibská	Kreibitz
3077584	50.8169	14.9688	czech_republic	Chrastava	Kratzau
3077685	50.4605	13.4178	czech_republic	Chomutov	Komotau
3077706	50.240	12.7455	czech_republic	Chodov	Chodau
3077725	50.0016	16.2230	czech_republic	Choceň	Chotzen
3077835	50.0796	12.3739	czech_republic	Cheb	Eger
3077862	50.6732	13.9418	czech_republic	Chabařovice	Karbitz
3077889	48.8109	14.3152	czech_republic	Český Krumlov	Krumau
3077891	50.7075	13.5474	czech_republic	Český Jiřetín	Georgenthal
3077895	50.6605	14.9962	czech_republic	Český Dub	Böhmisch Aicha
3077916	48.9745	14.4743	czech_republic	České Budějovice	Budweis
3077929	50.6855	14.5376	czech_republic	Česká Lípa	Böhmisch Leipa
3077932	50.7978	14.4177	czech_republic	Česká Kamenice	Böhmisch Kamnitz
3078325	50.7833	14.1500	czech_republic	Bynov (Děčín)	Bünauburg bei Bodenbach
3078445	50.6812	14.0103	czech_republic	Bukov (Ústí nad Labem)	Pokau
3078456	48.7023	14.4297	czech_republic	Bujanov	Angern
3078469	49.7951	17.6297	czech_republic	Budišov nad Budišovkou	Bautsch
3078547	50.0153	17.7496	czech_republic	Brumovice u Opavy	Braunsdorf
3078577	50.5857	16.3318	czech_republic	Broumov	Braunau in Böhmen
3078610	49.1952	16.6080	czech_republic	Brno	Brünn
3078648	49.9117	17.3711	czech_republic	Břidličná	Friedland
3078659	49.6442	16.5180	czech_republic	Březová nad Svitavou	Brüsau
3078838	50.1836	14.6724	czech_republic	Brandýs nad Labem-Stará Boleslav	Brandeis an der Elbe-Altbunzlau
3078840	50.6320	13.3907	czech_republic	Brandov	Brandau
3079174	50.1487	13.0523	czech_republic	Bochov	Buchau
3079319	50.8737	15.2221	czech_republic	Bílý Potok pod Smrkem	Weißbach
3079348	50.5485	13.7754	czech_republic	Bílina	Bilin
3079407	50.5336	14.7220	czech_republic	Bezděz	Schloßbösig
3079472	50.6447	15.9658	czech_republic	Bernartice u Trutnova	Bernsdorf
3079500	50.7416	14.3124	czech_republic	Benešov nad Ploučnicí	Bensen
3079501	48.7294	14.6274	czech_republic	Benešov nad Černou	Deutsch Beneschau
3079609	50.0835	12.8383	czech_republic	Bečov nad Teplou	Petschau
3079751	50.2239	12.1950	czech_republic	Aš	Asch
3079776	50.7824	15.2312	czech_republic	Antonínov (Josefův Důl u Jablonce nad Nisou)	Antoniwald
3079819	50.7601	15.2862	czech_republic	Albrechtice v Jizerských horách	Albrechtsdorf [in Böhmen]
3079843	50.3687	12.8182	czech_republic	Abertamy	Abertham
2611497	54.9331	8.8667	n_europe	Tønder	Tondern
2613102	54.90896	9.7892	n_europe	Sønderborg	Sonderburg
2613692	55.4185	9.1532	n_europe	Skodborg; Skodborg Sogn	Schottburg
2615876	55.3959	10.3883	n_europe		Odense
2618425	55.6759	12.5655	n_europe	København	Kopenhagen
2618794	55.7763	12.5901	n_europe	Klampenborg	Klampenborg/Kopenhagen
2620473	56.0361	12.6136	n_europe	Helsingør; Elsinore (geonames)	Helsingör
2620964	55.2494	9.4877	n_europe	Haderslev	Hadersleben
2623186	55.6735	12.5977	n_europe	Fristad Christiania	Christiania
2624652	56.1567	10.2108	n_europe		Aarhus
2624886	57.0480	9.9187	n_europe	Ålborg	Aalborg
2625070	55.0443	9.4174	n_europe	Åbenra; Aabenraa	Apenrade
453754	57.5411	25.4275	n_europe	Valmiera	Wolmar
454310	57.3949	21.5612	n_europe	Ventspils	Windau
454572	57.7752	26.0101	n_europe	Valka	Walk
456172	56.9460	24.1059	n_europe		Riga
457707	56.9734	23.8030	n_europe	Majori	Majorenhof bei Riga
457954	56.5047	21.0109	n_europe	Liepâja	Libau
458460	56.97399	21.9572	n_europe	Kuldīga	Goldingen
459279	56.6500	23.7128	n_europe	Jelgava	Mitau
460221	56.9668	23.76798	n_europe	Dubulti	Dubbeln
460413	55.8833	26.5333	n_europe	Daugavpils	Dünaburg
460570	57.3119	25.2746	n_europe	Cēsis	Wenden
461114	56.4079	24.1944	n_europe	Bauska	Bauske
461336	56.4598	22.9017	n_europe	Auce	Alt-Autz
587450	57.83389	27.0194	n_europe	Võru	Werro
587577	58.3639	25.5900	n_europe	Viljandi	Fellin
588335	58.3806	26.7251	n_europe	Tartu	Dorpat
588409	59.43696	24.7535	n_europe	Tallinn	Reval
589580	58.3859	24.4971	n_europe	Pärnu	Pernau
590031	59.3772	28.1903	n_europe		Narva
590939	58.2538	22.4922	n_europe	Kuressaare	Arensburg
592225	58.9431	23.5414	n_europe	Haapsalu	Hapsal
592279	58.2225	26.4211	n_europe	Elva	Bad Elwa / Bad Pernau a. Elwa
593116	54.6892	25.2798	n_europe	Vilnius	Wilna
596238	55.9175	21.0686	n_europe	Palanga	Polangen
598098	55.7068	21.1391	n_europe	Klaipėda	Memel
598316	54.9027	23.9096	n_europe	Kowno	Kaunas
611717	41.6941	44.8337	n_europe	Tbilissi	Tiflis
633679	60.4515	22.2687	n_europe	Åbo, Turun	Abo
658225	60.1695	24.9355	n_europe	Helsingin	Helsingfors
2463679	39.6244	19.9202	se_europe		Korfu
262603	37.4447	24.9429	se_europe	Syros, Sira	Syra
295982	39.8978	37.7583	se_europe	Sivas	Zara
3043293	47.7759	19.1361	se_europe	Vác	Waitzen Waizen
3043470	47.5686	19.0846	se_europe	Újpest [IV. Bezirk von Budapest]	Neupest
3043849	46.4268	18.7825	se_europe	Tolna	Tolnau
3044083	47.6529	18.3184	se_europe	Tata	Totis
3044310	47.2309	16.6216	se_europe	Szombathely	Steinamanger
3044681	47.6694	19.0756	se_europe	Szentendre	Szent-Endre (lt. Almanach)
3045190	47.6850	16.5905	se_europe	Sopron	Oedenburg
3046446	47.5	19.0833	se_europe		Pest
3046526	46.0725	18.2308	se_europe	Pécs	Fünfkirchen
3047211	47.5500	19.0333	se_europe	Óbuda [Óbuda-Békásmegyer III. Bezirk von Budapest]	Alt-Ofen
3047679	46.4535	16.9910	se_europe	Nagy Kanizsa / Nagykanizsa	Groß-Kanisza
3047896	47.8679	17.2699	se_europe	Mosonmagyaróvár	Altenburg
3047967	45.9902	18.6862	se_europe	Mohatsch	Mohács
3049366	47.3892	16.541	se_europe	Kőszeg	Güns
3049519	47.7432	18.1191	se_europe	Komárom	Komorn
3052645	47.6217	16.8709	se_europe	Esterházy	Fertőd
3053163	47.793	187.415	se_europe	Esztergom	Gran
3054543	47.1727	19.7995	se_europe		Czegléd
3054643	47.4983	19.0405	se_europe		Budapest
3054663	47.4239	19.0363	se_europe	Budafok [Budafok-Tétény, XXII. Bezirk von Budapest]	Promontor
3054667	47.5000	19.0333	se_europe	Buda	Ofen
3055685	46.1830	18.9531	se_europe	Baja	Baja
3056476	48.1366	19.4469	se_europe	Zombor	Sombor
3056508	49.2232	18.7394	se_europe	Žilina	Sillein
3057576	48.6167	19.1372	se_europe	Sliac; Sliač	Sliaci
3058202	48.5948	17.8259	se_europe	Piešťany	Pöstyén {Bad}
3058477	48.7576	17.8309	se_europe	Nové Mesto nad Váhom	Neustadt/Waag
3058531	48.3076	18.0845	se_europe	Nitra	Neutra
3059050	49.0806	19.6222	se_europe	Liptovský Mikulás	Liptau-Sankt Nikolaus
3059282	48.7052	18.9183	se_europe	Kremnica	Kremnitz
3060405	49.2098	19.3034	se_europe	Dolný Kubín	Alsokubin, Also-Kubin (lt. UTA)
3060972	48.1482	17.1067	se_europe	Bratislava	Pressburg
3061184	48.4486	18.9100	se_europe	Banská Štiavnica	Schemnitz
3061186	48.7395	19.1535	se_europe	Banská Bystrica	Neusohl
3186886	45.8144	15.9780	se_europe	Zagreb	Agram
3187694	45.8319	17.3839	se_europe	Virovitica	Verőce
3187719	45.2883	18.8047	se_europe	Vinkovci	Vinkovce
3188383	46.3044	16.3378	se_europe	Varaždin	Varasdin
3188582	44.5384	18.6671	se_europe	Tuzla	Dolna-Tuzla
3188893	42.7120	18.3436	se_europe	Trebinje	Trebinje
3188924	44.2264	17.6658	se_europe	Travnik	Travnik
3189166	45.4086	19.8892	se_europe	Temerin	Temerin
3189595	46.1000	19.6667	se_europe	Subotica	Maria-Theresiopel
3190103	44.9764	19.6122	se_europe	Sremska Mitrovica	Mitrowitz
3190530	46.3367	15.4258	se_europe	Slovenske Konjice	Gonobitz
3190536	46.5103	15.0806	se_europe	Slovenj Gradec	Windischgraz
3190586	45.1603	18.0156	se_europe	Slavonski Brod	Brod
3190589	45.3403	17.6853	se_europe	Požega	Pozega
3190813	45.4661	16.3783	se_europe	Sisak	Sissek
3191281	43.8486	18.3564	se_europe	Sarajevo	Sarajevo
3191580	46.2375	15.6397	se_europe	Rogaška Slatina	Rohitsch-Sauerbrunn
3191638	46.1226	15.1919	se_europe	Rimske Toplice	
3191648	45.3267	14.4424	se_europe	Rijeka	Fiume
3192224	44.8683	13.8481	se_europe	Pula	Pola
3192241	46.4201	15.8702	se_europe	Ptuj	Pettau
3192673	45.7743	14.2153	se_europe	Postojna	Adelsberg
3193406	45.2467	19.8794	se_europe	Petrovaradin	Peterwardein
3193935	45.5511	18.6939	se_europe	Osijek	Essegg/Essek
3193965	46.4114	16.1544	se_europe	Ormož	Friedau
3194099	45.3366	14.3078	se_europe	Opatija	Abbazia
3194209	45.5067	19.2611	se_europe	Odžaci	Hódság
3194351	45.8040	15.1689	se_europe	Novo mesto	
3194360	45.2517	19.8369	se_europe	Novi Sad	Neusatz
3194581	45.4886	18.0878	se_europe	Našice	Nasice
3194828	43.3433	17.8081	se_europe	Mostar	Mostar
3195214	45.6472	15.3142	se_europe	Metlika	
3195506	46.5547	15.6467	se_europe	Maribor	Marburg an der Drau
3196120	46.2519	16.6147	se_europe	Ludbreg	Lubring
3196307	46.5209	16.1975	se_europe	Ljutomer	
3196359	46.0511	14.5051	se_europe	Ljubljana	Laibach
3196425	46.0586	14.8225	se_europe	Litija	Littai
3196534	45.4114	17.1522	se_europe	Lipik	Lipik
3196760	46.1546	15.2356	se_europe	Laško	
3197147	45.9592	15.4917	se_europe	Krško	Gurkfeld
3197442	46.0750	15.5603	se_europe	Kozje	Drachenburg
3197943	45.6433	14.8633	se_europe	Kočevje	Gottschee
3199171	46.0028	14.0306	se_europe	Idrija	
3200802	45.2387	19.7142	se_europe	Futog	Futak
3202184	45.5906	17.2250	se_europe	Daruvar	Daruvár
3202220	45.3083	18.4106	se_europe	Đakovo	Djakovar
3202333	45.5711	15.1889	se_europe	Črnomelj	
3202781	46.2309	15.2604	se_europe	Celje	Cilli
3203412	45.9033	15.5911	se_europe	Brežice	Rann
3203982	45.8986	16.8489	se_europe	Bjelovar	Bellovar
3204541	44.7784	17.1939	se_europe	Banja Luka	Banja Luka
3204793	45.6726	18.9780	se_europe	Apatin	Apatin
3218745	45.6213	14.4606	se_europe	Loška Dolina	
3345300	45.4917	15.5500	se_europe	Karlovac	Karlstadt
611717	41.6941	44.8337	se_europe	lt. GeoNames Tbilisi	Tiflis
615532	41.6423	41.6339	se_europe	Batumi	Batum
663100	47.3500	25.3667	se_europe	Vatra Dornei	Dorna Watra
665004	46.5424	24.5575	se_europe	Târgu Mures	Neumarkt am Mieresch
665087	45.7537	21.2257	se_europe	Timişoara	Temeswar
665231	45.9353	20.525	se_europe	Teremia Mare	Marienfeld
666973	46.0833	20.6333	se_europe	Sânnicolau Mare	St. Miklos
667268	45.8	24.15	se_europe	Sibiu	Hermannstadt
668442	46.0333	25.2167	se_europe	Rupea	Reps
668873	45.3833	27.05	se_europe	Râmnicu Sarat	Rimnikul-Sarat
668997	46.7742	24.7022	se_europe	Szászrégen	Reghin
671681	44.7230	22.3962	se_europe	Orşova	Orsova
671746	45.0325	21.6894	se_europe	Oraviţa	Oravitza
671757	45.8333	23.2000	se_europe	Orăștie	Broos
671757	45.8333	23.2	se_europe	Broos	Orăştie
671768	47.0458	21.9183	se_europe	Oradea / ungar. Nagyvárad	Großwardein
673619	44.9008	22.3669	se_europe	Mehadia	(Bad) Mehadia
673634	46.1667	24.35	se_europe	Mediaş	Mediasch
674531	45.6886	21.9031	se_europe	Lugoj	Lugos
674733	46.0908	21.6963	se_europe	Lipova	Lippa
675223	45.7914	20.7172	se_europe	Jimbolia	Hatzfeld
675810	47.1667	27.6	se_europe	Iaşi	Jassy
677106	43.8866	25.9627	se_europe	Giurgiu	Giurgiu
677697	45.4369	28.0503	se_europe	Galați	Galatz
678015	45.7000	27.1833	se_europe	Focșani	Focsani
678817	44.6269	22.6529	se_europe	Drobeta-Turno Severin	Turn-Severin
679456	45.3889	21.2244	se_europe	Deta	Detta
680332	44.3167	23.8000	se_europe	Craiova	Craiova
680963	44.1807	28.6343	se_europe	Constanța	Konstanza
681290	46.7667	23.6000	se_europe	Cluj-Napoca	Klausenburg
682321	44.3396	28.0327	se_europe	Cernavodă	Cernavoda
682729	45.4167	22.2167	se_europe	Caransebeș	Karansebesch
683123	45.1500	26.8333	se_europe	Buzău	Buzau
683506	44.4323	26.1063	se_europe	București	Bukarest
683844	45.6486	25.6061	se_europe	Braşov	Kronstadt
683902	45.2715	27.9743	se_europe	Brăila	Braila
684490	45.3733	21.7092	se_europe	Bocșa	Bokschan
684657	47.1332	24.5001	se_europe	Bistrița	Bistritz
685796	44.8797	22.4125	se_europe	Băile Herculane	Herculesbad
685826	47.6573	23.5681	se_europe	Baia Mare	Groß-Neustadt
686250	46.1468	21.3243	se_europe	Aradul Nou (Arad)	Neu-Arad
686254	46.1833	21.3167	se_europe	Arad	Arad
686578	46.0667	23.5833	se_europe	Alba Iulia	Karlsburg
686896	49.8076	24.9006	se_europe	Solotschiw	Zloczow
691650	49.5540	25.5907	se_europe	Ternopil	Tarnopol
691693	49.2997	25.6889	se_europe	Terebovlia	Trembowla
694864	49.5163	23.2006	se_europe	Sambor	Sambir
698740	46.4857	30.7438	se_europe		Odessa
702550	49.8383	24.0232	se_europe	Lvov; Lwiw	Lemberg
703448	50.4547	30.5238	se_europe		Kiew
704617	51.2153	24.7087	se_europe	Kovel	Kowel
705392	48.5250	25.0371	se_europe	Kolomyjia	Kolomea
706483	49.9808	36.2527	se_europe	Charkiw	Charkow
707471	48.9231	24.7125	se_europe	Iwano-Frankiwsk	Stanislau
710719	48.2905	25.9324	se_europe	Tschernowitz; Chernivtsi	Czernowitz
711416	50.0879	25.1503	se_europe		Brody
715429	46.253	20.1482	se_europe	Szeged	Szegedin
717582	48.1031	20.7781	se_europe	Miskolc	Miskolz
721239	47.9027	20.3733	se_europe	Erlau	Eger
723496	49.1391	20.2203	se_europe	Starý Smokovec	Schmecks {Bad}
723819	48.9984	21.2339	se_europe	Preszów	Eperies
724294	49.0217	20.5921	se_europe	Levoèa; Levoča	Leutschau
724443	48.7140	21.2581	se_europe	Košice	Kaschau
724503	49.1357	20.4335	se_europe	Kežmarok	Késmark
725168	49.2918	21.2727	se_europe	Bardejov	Bartfeld
726050	43.2167	27.9167	se_europe	Warna	Varna
727011	42.6975	23.3242	se_europe		Sofia
727523	43.8487	25.9534	se_europe	Rustschuk, Russe (?, lt. Ulrich)	Rustzuk (lt. UTA)
745044	41.0138	28.9497	se_europe	Konstantinopel	Constantinopel
745044	41.0138	28.9497	se_europe	Konstantinopel	Istanbul / Constantinopel
750640	41.0369	28.9775	se_europe	= Teil von Konstantinopel; heute Teil des Istanbul Bezirks Beyoglu	Pera
783814	45.3836	20.3819	se_europe	Zrenjanin	Nagybecskerek
783920	44.8458	20.4012	se_europe	Zemun (Belgrad)	Semlin
784136	45.1167	21.3036	se_europe	Vršac	Werschetz
785062	45.2061	20.2944	se_europe	Titel	Titel
785600	45.5672	20.7135	se_europe	Srpski Itebej	Ittebe
787237	44.8718	20.6417	se_europe	Pančevo	Pancsova
787461	45.0522	20.4303	se_europe	Opovo	Oppova
789415	45.1867	20.3190	se_europe	Knićanin	Rudolfsgnad
789518	45.8297	20.4653	se_europe	Kikinda	Großkikinda
792794	44.8975	21.4172	se_europe	Bela Crkva	Weißkirchen
8436351	46.2214	24.7928	se_europe	Sighişoara	Schäßburg